timestamp,value,label,missing
1493229540,-1.6330756,0,0
1493229600,-1.595372,0,0
1493229660,-1.488471,0,0
1493229720,-1.5550069,0,0
1493229780,-1.6157762,0,0
1493229840,-1.5563376,0,0
1493229900,-1.5660962,0,0
1493229960,-1.476051,0,0
1493230020,-1.4445574,0,0
1493230080,-1.4441139,0,0
1493230140,-1.4693974,0,0
1493230200,-1.5998076,0,0
1493230260,-1.5252875,0,0
1493230320,-1.6237605,0,0
1493230380,-1.5603297,0,0
1493230440,-1.5638783,0,0
1493230500,-1.5448047,0,0
1493230560,-1.6002512,0,0
1493230620,-1.5323846,0,0
1493230680,-1.5022217,0,0
1493230740,-1.6073483,0,0
1493230800,-1.4525417,0,0
1493230860,-1.6361805,0,0
1493230920,-1.5705318,0,0
1493230980,-1.6308577,0,0
1493231040,-1.712475,0,0
1493231100,-1.6601335,0,0
1493231160,-1.5820647,0,0
1493231220,-1.6800941,0,0
1493231280,-1.5878311,0,0
1493231340,-1.6095662,0,0
1493231400,-1.5958154,0,0
1493231460,-1.5927105,0,0
1493231520,-1.6641256,0,0
1493231580,-1.590049,0,0
1493231640,-1.6246476,0,0
1493231700,-1.5856134,0,0
1493231760,-1.7297742,0,0
1493231820,-1.6313013,0,0
1493231880,-1.6392856,0,0
1493231940,-1.7492914,0,0
1493232000,-1.7195721,0,0
1493232060,-1.6792071,0,0
1493232120,-1.8184887,0,0
1493232180,-1.7537272,0,0
1493232240,-1.8144965,0,0
1493232300,-1.8140529,0,0
1493232360,-1.7018292,0,0
1493232420,-1.7989715,0,0
1493232480,-1.7288871,0,0
1493232540,-1.8207065,0,0
1493232600,-1.7430815,0,0
1493232660,-1.7949793,0,0
1493232720,-1.7532836,0,0
1493232780,-1.7603807,0,0
1493232840,-1.8100609,0,0
1493232900,-1.8278037,0,0
1493232960,-1.8362316,0,0
1493233020,-1.9116389,0,0
1493233080,-1.8828067,0,0
1493233140,-1.8198195,0,0
1493233200,-1.73421,0,0
1493233260,-1.7475171,0,0
1493233320,-1.6778764,0,0
1493233380,-1.8366752,0,0
1493233440,-1.8805888,0,0
1493233500,-1.8597409,0,0
1493233560,-1.7568321,0,0
1493233620,-1.7705829,0,0
1493233680,-1.8246987,0,0
1493233740,-1.835788,0,0
1493233800,-1.7710265,0,0
1493233860,-1.7098135,0,0
1493233920,-1.7177978,0,0
1493233980,-1.69695,0,0
1493234040,-1.7918744,0,0
1493234100,-1.7350972,0,0
1493234160,-1.6809813,0,0
1493234220,-1.6840863,0,0
1493234280,-1.5896055,0,0
1493234340,-1.5545633,0,0
1493234400,-1.546579,0,0
1493234460,-1.6135584,0,0
1493234520,-1.6836427,0,0
1493234580,-1.6015819,0,0
1493234640,-1.731105,0,0
1493234700,-1.7741314,0,0
1493234760,-1.7319921,0,0
1493234820,-1.7586064,0,0
1493234880,-1.7284435,0,0
1493234940,-1.6619077,0,0
1493235000,-1.73421,0,0
1493235060,-1.7461864,0,0
1493235120,-1.774575,0,0
1493235180,-1.7625986,0,0
1493235240,-1.8468773,0,0
1493235300,-1.9537781,0,0
1493235360,-1.8517566,0,0
1493235420,-1.9089774,0,0
1493235480,-1.8397801,0,0
1493235540,-1.7488478,0,0
1493235600,-1.7546144,0,0
1493235660,-1.7488478,0,0
1493235720,-1.8309087,0,0
1493235780,-1.7568321,0,0
1493235840,-1.8335701,0,0
1493235900,-1.8069558,0,0
1493235960,-1.6672306,0,0
1493236020,-1.8082865,0,0
1493236080,-1.8850245,0,0
1493236140,-1.8180451,0,0
1493236200,-1.8508694,0,0
1493236260,-1.8082865,0,0
1493236320,-1.8397801,0,0
1493236380,-1.8553052,0,0
1493236440,-1.8956702,0,0
1493236500,-1.9080902,0,0
1493236560,-1.8198195,0,0
1493236620,-1.879258,0,0
1493236680,-1.8375623,0,0
1493236740,-1.9120824,0,0
1493236800,-1.9063159,0,0
1493236860,-1.789213,0,0
1493236920,-1.793205,0,0
1493236980,-1.7151364,0,0
1493237040,-1.6840863,0,0
1493237100,-1.5723062,0,0
1493237160,-1.574524,0,0
1493237220,-1.6401727,0,0
1493237280,-1.6188812,0,0
1493237340,-1.5723062,0,0
1493237400,-1.4920197,0,0
1493237460,-1.5448047,0,0
1493237520,-1.5492404,0,0
1493237580,-1.6565849,0,0
1493237640,-1.6215427,0,0
1493237700,-1.605574,0,0
1493237760,-1.5155289,0,0
1493237820,-1.6020255,0,0
1493237880,-1.5443611,0,0
1493237940,-1.7271128,0,0
