timestamp,value,label,missing
1495417800,-0.052746374,0,0
1495417860,0.04280594,0,0
1495417920,-0.57366544,0,0
1495417980,-0.31782925,0,0
1495418040,-0.4935235,0,0
1495418100,-0.111311905,0,0
1495418160,-0.65688807,0,0
1495418220,-0.6199001,0,0
1495418280,-0.7524415,0,0
1495418340,-0.33940566,0,0
1495418400,-0.36714694,0,0
1495418460,-0.5305115,0,0
1495418520,-0.59215885,0,0
1495418580,-0.5520879,0,0
1495418640,-0.18528782,0,0
1495418700,-0.10514706,0,0
1495418760,-0.16371141,0,1
1495418820,-0.22227578,0,0
1495418880,-0.25001702,0,0
1495418940,-0.17604113,0,0
1495419000,-0.102064036,0,0
1495419060,-0.37947664,0,0
1495419120,-0.10822889,0,0
1495419180,-0.28700617,0,0
1495419240,-0.55825275,0,0
1495419300,-0.53975934,0,0
1495419360,-0.54900604,0,0
1495419420,-0.51509994,0,0
1495419480,-0.12364044,0,0
1495419540,-0.35790023,0,0
1495419600,-0.5305115,0,0
1495419660,-0.5459242,0,0
1495419720,-0.39180633,0,0
1495419780,-0.10514706,0,0
1495419840,-0.36406508,0,0
1495419900,-0.46578225,0,0
1495419960,-0.034252983,0,0
1495420020,-0.29317102,0,0
1495420080,0.018147696,0,0
1495420140,-0.41338274,0,0
1495420200,-0.3856415,0,0
1495420260,-0.15754655,0,0
1495420320,0.07671206,0,0
1495420380,-0.26542976,0,0
1495420440,0.12602971,0,0
1495420500,-0.37947664,0,0
1495420560,-0.36098206,0,0
1495420620,-0.29317102,0,0
1495420680,-0.5212648,0,0
1495420740,-0.7524415,0,0
1495420800,-0.49044168,0,0
1495420860,0.12911274,0,0
1495420920,-0.41029975,0,0
1495420980,-0.41338274,0,0
1495421040,-0.50585324,0,0
1495421100,-0.058911227,0,0
1495421160,-0.18220598,0,0
1495421220,-0.102064036,0,0
1495421280,-0.26234674,0,0
1495421340,-0.07124094,0,0
1495421400,-0.055829387,0,1
1495421460,-0.04041666,0,0
1495421520,-0.26542976,0,0
1495421580,-0.102064036,0,0
1495421640,-0.009593563,0,0
1495421700,0.20617166,0,0
1495421760,-0.50585324,0,0
1495421820,0.13835943,0,0
1495421880,-0.6075704,0,0
1495421940,-0.074322775,0,0
1495422000,0.061300505,0,0
1495422060,-0.18528782,0,0
1495422120,-0.41029975,0,0
1495422180,-0.34557053,0,0
1495422240,-0.5120181,0,0
1495422300,-0.56133574,0,0
1495422360,0.14144245,0,0
1495422420,-0.7431949,0,0
1495422480,-0.24693519,0,0
1495422540,-0.438041,0,0
1495422600,-0.15446472,0,0
1495422660,-0.50893503,0,0
1495422720,-0.42571127,0,0
1495422780,-0.47965348,0,1
1495422840,-0.5335945,0,0
1495422900,-0.3332408,0,0
1495422960,-0.28700617,0,0
1495423020,-0.4811938,0,0
1495423080,-0.51509994,0,0
1495423140,0.073630214,0,0
1495423200,-0.3548172,0,0
1495423260,-0.5212648,0,0
1495423320,-0.63839465,0,0
1495423380,-0.3116644,0,0
1495423440,-0.44112402,0,0
1495423500,-0.4596174,0,0
1495423560,-0.24693519,0,0
1495423620,-0.7092887,0,0
1495423680,-0.44728887,0,0
1495423740,-0.31474742,0,0
1495423800,-0.733947,0,0
1495423860,-0.4719471,0,0
1495423920,-0.7277833,0,0
1495423980,-1.0267712,0,0
1495424040,-0.3856415,0,0
1495424100,-0.5243478,0,0
1495424160,-0.14521685,0,0
1495424220,-0.43187615,0,0
1495424280,-0.21919394,0,0
1495424340,-0.103605546,0,1
1495424400,0.011982841,0,0
1495424460,-0.21919394,0,0
1495424520,-0.61373526,0,0
1495424580,-0.7401118,0,0
1495424640,-0.32399413,0,0
1495424700,-0.35173538,0,0
1495424760,0.045888957,0,0
1495424820,-0.40413487,0,0
1495424880,0.12294788,0,0
1495424940,-0.7123706,0,0
1495425000,-0.34557053,0,0
1495425060,-0.15446472,0,0
1495425120,-0.4164646,0,0
1495425180,-0.53667635,0,0
1495425240,-0.7801828,0,0
1495425300,-0.59061736,0,1
1495425360,-0.40105304,0,0
1495425420,-0.021923274,0,0
1495425480,-0.7524415,0,0
1495425540,-0.7462767,0,0
1495425600,-0.36098206,0,0
1495425660,-0.70004207,0,0
