timestamp,value,label,missing
1502213100,-1.230843,0,0
1502213160,-1.4361565,0,0
1502213220,-1.3220356,0,0
1502213280,-1.2584612,0,0
1502213340,-1.3053603,0,0
1502213400,-1.402285,0,0
1502213460,-1.3647658,0,0
1502213520,-1.2589823,0,0
1502213580,-1.3684134,0,0
1502213640,-1.1740429,0,0
1502213700,-1.2662778,0,0
1502213760,-1.292854,0,0
1502213820,-1.1188062,0,0
1502213880,-1.2298007,0,0
1502213940,-1.3454851,0,0
1502214000,-1.3043181,0,0
1502214060,-1.3470484,0,0
1502214120,-1.2579402,0,0
1502214180,-1.4069749,0,0
1502214240,-1.3282887,0,0
1502214300,-1.4684649,0,0
1502214360,-1.2631512,0,0
1502214420,-1.1657053,0,0
1502214480,-1.2397016,0,0
1502214540,-1.391863,0,0
1502214600,-1.4533529,0,0
1502214660,-1.459085,0,0
1502214720,-1.3434006,0,0
1502214780,-1.4366777,0,0
1502214840,-1.5737271,0,0
1502214900,-1.532039,0,0
1502214960,-1.3533015,0,0
1502215020,-1.4528317,0,0
1502215080,-1.454395,0,0
1502215140,-1.3783144,0,0
1502215200,-1.4929565,0,0
1502215260,-1.2574191,0,0
1502215320,-1.3204722,0,0
1502215380,-1.3772722,0,0
1502215440,-1.4491841,0,0
1502215500,-1.5117161,0,0
1502215560,-1.2897273,0,0
1502215620,-1.3407952,0,0
1502215680,-1.4450153,0,0
1502215740,-1.3168246,0,0
1502215800,-1.3741456,0,0
1502215860,-1.303797,0,0
1502215920,-1.37623,0,0
1502215980,-1.282953,0,0
1502216040,-1.3678924,0,0
1502216100,-1.3428795,0,0
1502216160,-1.3902997,0,0
1502216220,-1.3939474,0,0
1502216280,-1.4132282,0,0
1502216340,-1.4715914,0,0
1502216400,-1.4392831,0,0
1502216460,-1.3746667,0,0
1502216520,-1.3574704,0,0
1502216580,-1.4371988,0,0
1502216640,-1.5904024,0,0
1502216700,-1.6492867,0,0
1502216760,-1.6128097,0,0
1502216820,-1.6169784,0,0
1502216880,-1.5643473,0,0
1502216940,-1.521617,0,0
1502217000,-1.6107253,0,0
1502217060,-1.5601785,0,0
1502217120,-1.588318,0,0
1502217180,-1.5690372,0,0
1502217240,-1.5778959,0,0
1502217300,-1.7436059,0,0
1502217360,-1.7102555,0,0
1502217420,-1.5950923,0,0
1502217480,-1.5606996,0,0
1502217540,-1.4575217,0,0
1502217600,-1.392384,0,0
1502217660,-1.4741969,0,0
1502217720,-1.4653382,0,0
1502217780,-1.5132794,0,0
1502217840,-1.5789381,0,0
1502217900,-1.6654408,0,0
1502217960,-1.4814923,0,0
1502218020,-1.3835254,0,0
1502218080,-1.4220868,0,0
1502218140,-1.6274005,0,0
1502218200,-1.6805527,0,0
1502218260,-1.4898299,0,0
1502218320,-1.5763326,0,0
1502218380,-1.531518,0,0
1502218440,-1.6419913,0,0
1502218500,-1.6696097,0,0
1502218560,-1.6524132,0,0
1502218620,-1.6987913,0,0
1502218680,-1.6206262,0,0
1502218740,-1.692538,0,0
1502218800,-1.7295362,0,0
1502218860,-1.5502776,0,0
1502218920,-1.4210446,0,0
1502218980,-1.4663804,0,0
1502219040,-1.6326115,0,0
1502219100,-1.6075987,0,0
1502219160,-1.5867547,0,0
1502219220,-1.5487143,0,0
1502219280,-1.6784683,0,0
1502219340,-1.5997821,0,0
1502219400,-1.666483,0,0
1502219460,-1.6445968,0,0
1502219520,-1.5403767,0,0
1502219580,-1.54194,0,0
1502219640,-1.5904024,0,0
1502219700,-1.6357381,0,0
1502219760,-1.5758115,0,0
1502219820,-1.6472023,0,0
1502219880,-1.7165086,0,0
1502219940,-1.7019179,0,0
1502220000,-1.7972792,0,0
1502220060,-1.8389673,0,0
1502220120,-1.7811252,0,0
1502220180,-1.5846702,0,0
1502220240,-1.7112976,0,0
1502220300,-1.6795106,0,0
1502220360,-1.6826371,0,0
1502220420,-1.7154665,0,0
1502220480,-1.7305784,0,0
1502220540,-1.666483,0,0
1502220600,-1.8613746,0,0
1502220660,-1.6399069,0,0
1502220720,-1.5914445,0,0
1502220780,-1.6946224,0,0
1502220840,-1.7571546,0,0
1502220900,-1.7634077,0,0
1502220960,-1.7769563,0,0
1502221020,-1.7159876,0,0
1502221080,-1.8191655,0,0
1502221140,-1.764971,0,0
1502221200,-1.7628866,0,0
1502221260,-1.6472023,0,0
1502221320,-1.6086409,0,0
1502221380,-1.665962,0,0
1502221440,-1.7102555,0,0
1502221500,-1.8311508,0,0
1502221560,-1.831672,0,0
1502221620,-1.6675252,0,0
1502221680,-1.6993123,0,0
1502221740,-1.7561123,0,0
1502221800,-1.894204,0,0
1502221860,-1.774872,0,0
1502221920,-1.8603325,0,0
1502221980,-1.7691399,0,0
1502222040,-1.8650223,0,0
1502222100,-1.7832096,0,0
1502222160,-1.7264096,0,0
1502222220,-1.7670554,0,0
1502222280,-1.8561636,0,0
1502222340,-1.8446994,0,0
1502222400,-1.8848242,0,0
