timestamp,value,label,missing
1424958173,1.7826613,0,0
1424958473,2.3399215,0,0
1424958773,1.5800213,0,0
1424959073,1.5293612,0,0
1424959373,0.21220067,0,0
1424959673,0.2628607,0,0
1424959973,-0.041099425,0,0
1424960273,0.87078094,0,0
1424960573,0.2628607,0,0
1424960873,1.073421,0,0
1424961173,0.41484076,0,0
1424961473,0.7694609,0,0
1424961773,1.6813413,0,0
1424962073,1.174741,0,0
1424962373,0.82012093,0,0
1424962673,1.022761,0,0
1424962973,1.3773812,0,0
1424963273,1.225401,0,0
1424963573,1.073421,0,0
1424963873,1.124081,0,0
1424964173,0.31352073,0,0
1424964473,0.92144096,0,0
1424964773,0.009560594,0,0
1424965073,0.36418074,0,0
1424965373,0.16154066,0,0
1424965673,-0.24373952,0,0
1424965973,-0.54769963,0,0
1424966273,0.009560594,0,0
1424966573,0.009560594,0,0
1424966873,0.5161608,0,0
1424967173,-0.19307949,0,0
1424967473,0.36418074,0,0
1424967773,0.41484076,0,0
1424968073,-0.14241947,0,0
1424968373,-0.09175944,0,0
1424968673,0.110880636,0,0
1424968973,-0.24373952,0,0
1424969273,0.060220614,0,0
1424969573,-0.24373952,0,0
1424969873,-0.041099425,0,0
1424970173,-0.19307949,0,0
1424970473,0.31352073,0,0
1424970773,0.060220614,0,0
1424971073,-0.49703962,0,0
1424971373,-0.39571956,0,0
1424971673,-0.4463796,0,0
1424971973,-0.041099425,0,0
1424972273,-0.4463796,0,0
1424972573,-0.09175944,0,0
1424972873,-0.041099425,0,0
1424973173,-0.041099425,0,0
1424973473,0.21220067,0,0
1424973773,-0.24373952,0,0
1424974073,-0.24373952,0,0
1424974373,-0.14241947,0,0
1424974673,-0.54769963,0,0
1424974973,0.5668208,0,0
1424975273,2.2386014,0,0
1424975573,0.41484076,0,0
1424975873,0.5161608,0,0
1424976173,3.403782,0,0
1424976473,2.6438816,0,0
1424976773,0.92144096,0,0
1424977073,1.073421,0,0
1424977373,0.5161608,0,0
1424977673,1.124081,0,0
1424977973,8.013844,0,0
1424978273,9.482985,0,0
1424978573,7.4059234,0,0
1424978873,4.9742427,0,0
1424979173,-0.19307949,0,0
1424979473,0.2628607,0,0
1424979773,0.009560594,0,0
1424980073,-0.041099425,0,0
1424980373,0.009560594,0,0
1424980673,0.060220614,0,0
1424980973,0.009560594,0,0
1424981273,0.16154066,0,0
1424981573,0.16154066,0,0
1424981873,-0.14241947,0,0
1424982173,-0.34505954,0,0
1424982473,0.21220067,0,0
1424982773,-0.24373952,0,0
1424983073,-0.64901966,0,0
1424983373,0.009560594,0,0
1424983673,-0.09175944,0,0
1424983973,-0.19307949,0,0
1424984273,0.060220614,0,0
1424984573,-0.19307949,0,0
1424984873,-0.54769963,0,0
1424985173,-0.041099425,0,0
1424985473,-0.39571956,0,0
1424985773,-0.29439953,0,0
1424986073,0.2628607,0,0
1424986373,-0.34505954,0,0
1424986673,-0.09175944,0,0
1424986973,-0.49703962,0,0
1424987273,-0.19307949,0,0
1424987573,-0.34505954,0,0
1424987873,-0.4463796,0,0
1424988173,-0.59835964,0,0
1424988473,-0.29439953,0,0
1424988773,0.110880636,0,0
1424989073,-0.64901966,0,0
1424989373,-0.49703962,0,0
1424989673,-0.34505954,0,0
1424989973,-0.19307949,0,0
1424990273,-0.49703962,0,0
1424990573,-0.49703962,0,0
1424990873,-0.24373952,0,0
1424991173,-0.24373952,0,0
1424991473,-0.29439953,0,0
1424991773,-0.54769963,0,0
1424992073,-0.041099425,0,0
1424992373,0.009560594,0,0
1424992673,-0.09175944,0,0
1424992973,-0.34505954,0,0
1424993273,-0.39571956,0,0
1424993573,-0.54769963,0,0
1424993873,-0.34505954,0,0
1424994173,-0.59835964,0,0
1424994473,-0.29439953,0,0
1424994773,-0.59835964,0,0
1424995073,-0.24373952,0,0
1424995373,0.36418074,0,0
1424995673,-0.29439953,0,0
1424995973,-0.54769963,0,0
1424996273,-0.24373952,0,0
1424996573,-0.64901966,0,0
1424996873,-0.49703962,0,0
1424997173,-0.39571956,0,0
1424997473,-0.49703962,0,0
1424997773,-0.39571956,0,0
1424998073,-0.54769963,0,0
1424998373,-0.59835964,0,0
1424998673,-0.041099425,0,0
1424998973,0.009560594,0,0
1424999273,-0.49703962,0,0
1424999573,-0.34505954,0,0
1424999873,-0.39571956,0,0
1425000173,-0.19307949,0,0
1425000473,-0.34505954,0,0
1425000773,-0.09175944,0,0
1425001073,-0.39571956,0,0
1425001373,-0.49703962,0,0
1425001673,-0.4463796,0,0
1425001973,-0.49703962,0,0
1425002273,-0.19307949,0,0
1425002573,-0.14241947,0,0
1425002873,-0.4463796,0,0
1425003173,-0.24373952,0,0
1425003473,0.21220067,0,0
1425003773,-0.49703962,0,0
1425004073,-0.34505954,0,0
1425004373,-0.041099425,0,0
1425004673,-0.54769963,0,0
1425004973,-0.34505954,0,0
1425005273,-0.39571956,0,0
1425005573,-0.24373952,0,0
1425005873,-0.19307949,0,0
1425006173,-0.14241947,0,0
1425006473,-0.24373952,0,0
1425006773,-0.24373952,0,0
1425007073,-0.4463796,0,0
1425007373,-0.29439953,0,0
1425007673,0.060220614,0,0
1425007973,0.060220614,0,0
1425008273,0.46550077,0,0
1425008573,0.5161608,0,0
1425008873,0.36418074,0,0
1425009173,-0.041099425,0,0
1425009473,-0.041099425,0,0
1425009773,-0.29439953,0,0
1425010073,-0.19307949,0,0
1425010373,-0.09175944,0,0
1425010673,-0.14241947,0,0
1425010973,-0.14241947,0,0
1425011273,-0.09175944,0,0
1425011573,-0.39571956,0,0
1425011873,-0.041099425,0,0
1425012173,-0.14241947,0,0
1425012473,-0.19307949,0,0
1425012773,0.009560594,0,0
1425013073,-0.041099425,0,0
1425013373,-0.041099425,0,0
1425013673,0.36418074,0,0
1425013973,0.5161608,0,0
1425014273,0.972101,0,0
1425014573,0.6681409,0,0
1425014873,0.5161608,0,0
1425015173,0.16154066,0,0
1425015473,0.36418074,0,0
1425015773,0.31352073,0,0
1425016073,0.41484076,0,0
1425016373,-0.39571956,0,0
1425016673,0.060220614,0,0
1425016973,-0.29439953,0,0
1425017273,-0.041099425,0,0
1425017573,-0.041099425,0,0
1425017873,0.16154066,0,0
1425018173,0.46550077,0,0
1425018473,0.2628607,0,0
1425018773,0.2628607,0,0
1425019073,0.7694609,0,0
1425019373,0.5668208,0,0
1425019673,0.16154066,0,0
1425019973,0.972101,0,0
1425020273,0.36418074,0,0
1425020573,0.7694609,0,0
1425020873,0.5161608,0,0
1425021173,1.022761,0,0
1425021473,0.16154066,0,0
1425021773,0.2628607,0,0
1425022073,0.31352073,0,0
1425022373,0.060220614,0,0
1425022673,0.110880636,0,0
1425022973,0.36418074,0,0
1425023273,0.110880636,0,0
1425023573,0.6174808,0,0
1425023873,1.225401,0,0
1425024173,0.92144096,0,0
1425024473,0.6681409,0,0
1425024773,0.5668208,0,0
1425025073,0.82012093,0,0
1425025373,0.41484076,0,0
1425025673,0.110880636,0,0
1425025973,0.21220067,0,0
1425026273,0.16154066,0,0
