,y,y_hat,loss,label
0,0.827209,0.7614528,0.004323877859860659,0
1,0.82414365,0.7222247,0.010387469083070755,0
2,0.77264553,0.7472093,0.0006470014341175556,0
3,0.8351789,0.74578416,0.007991421036422253,0
4,0.819239,0.7512168,0.004627018701285124,0
5,0.7714194,0.7518131,0.00038440668140538037,0
6,0.7928769,0.76732594,0.0006528516532853246,0
7,0.8829986,0.7349463,0.021919475868344307,0
8,0.8872901,0.74735916,0.019580675289034843,0
9,0.886064,0.7682529,0.013879451900720596,0
10,0.9412405,0.78158736,0.025489121675491333,0
11,0.8964862,0.7476423,0.022154519334435463,0
12,0.8431489,0.7400017,0.010639346204698086,0
13,0.89096856,0.7243025,0.02777758613228798,0
14,0.9185568,0.7714985,0.021626146510243416,0
15,0.7800024,0.74182117,0.0014578074915334582,0
16,0.8627672,0.7714631,0.008336442522704601,0
17,0.72543895,0.7755215,0.002508263336494565,0
18,0.7695802,0.7791065,9.07506255316548e-05,0
19,0.74873567,0.7729809,0.0005878327647224069,0
20,0.4967628,0.76246405,0.07059714943170547,0
21,0.9976432,0.72431093,0.07471051067113876,0
22,1.0172615,0.73232204,0.08119049668312073,0
23,0.9663765,0.6819022,0.0809255987405777,0
24,0.9357229,0.727701,0.04327310249209404,0
25,0.8376312,0.7709905,0.004440987482666969,0
26,0.8032991,0.71663237,0.00751112774014473,0
27,0.7781632,0.7492925,0.0008335174061357975,0
28,0.85479724,0.7424244,0.012627650052309036,0
29,0.89709926,0.74406934,0.023418156430125237,0
30,0.802073,0.7438063,0.0033950081560760736,0
31,0.8112691,0.751557,0.0035655363462865353,0
32,0.9590196,0.79824734,0.025847719982266426,0
33,0.8964862,0.7525386,0.020720912143588066,0
34,0.89035547,0.73100215,0.025393478572368622,0
35,0.82598287,0.7521026,0.005458292085677385,0
36,0.73095655,0.7411352,0.00010360441956436262,0
37,0.8008469,0.75756085,0.0018736800411716104,0
38,0.6610663,0.7278505,0.004460129886865616,0
39,0.71624285,0.74117124,0.0006214246968738735,0
40,0.7622233,0.7169631,0.002048484981060028,0
41,0.58320606,0.72712016,0.020711269229650497,0
42,0.41461107,0.7602713,0.11948100477457047,0
43,0.5697185,0.7855357,0.04657706990838051,0
44,0.5862714,0.7110436,0.015568099915981293,0
45,0.5127027,0.70061624,0.0353114977478981,0
46,0.515155,0.655339,0.01965154893696308,0
47,0.60772896,0.6392857,0.0009958269074559212,0
48,0.41767642,0.63574135,0.04755231365561485,0
49,0.42196795,0.57525575,0.023497149348258972,0
50,0.49308437,0.6207787,0.01630583591759205,0
51,0.48695365,0.5959533,0.011880921199917793,0
52,0.3796659,0.55767787,0.031688254326581955,0
53,0.34717306,0.56521285,0.04754134640097618,0
54,0.31222793,0.599583,0.08257295191287994,0
55,0.38824895,0.5128828,0.015533603727817535,0
56,0.24478993,0.50354034,0.06695177406072617,0
57,0.16570355,0.53648984,0.13748249411582947,0
58,0.1761258,0.40350416,0.05170092359185219,0
59,0.19635719,0.36692965,0.029094964265823364,0
60,0.14731137,0.44337207,0.08765193074941635,0
61,-0.013313676,0.32119036,0.1118929535150528,0
62,0.16938199,0.30595556,0.01865234039723873,0
63,0.10194399,0.2629312,0.025916878134012222,0
64,0.06945114,0.2615525,0.03690293803811073,0
65,0.053511247,0.16364989,0.012130520306527615,0
66,-0.03906273,0.20770279,0.0608932226896286,0
67,0.00078699616,0.089689076,0.007903579622507095,0
68,-0.07584709,0.03792581,0.012944272719323635,0
69,-0.18252175,0.09880558,0.07914505153894424,0
70,-0.23340677,-0.0855543,0.021860351786017418,0
71,-0.23218063,-0.056070745,0.031014690175652504,0
72,-0.15861191,-0.091793776,0.004464663099497557,0
73,-0.2916487,-0.099351466,0.03697822242975235,0
74,-0.22298454,-0.095339596,0.016293231397867203,0
75,-0.2303414,-0.12514868,0.011065508238971233,0
76,-0.24689437,-0.19858637,0.002333662938326597,0
77,-0.14573738,-0.28537378,0.019498324021697044,0
78,-0.27632186,-0.2880287,0.00013704985030926764,0
79,-0.3879011,-0.26501894,0.01510002464056015,0
80,-0.4007756,-0.32326046,0.006008599419146776,0
81,-0.3468252,-0.33224165,0.00021268015552777797,0
82,-0.22727604,-0.4178728,0.036327119916677475,0
83,-0.4173286,-0.39122748,0.0006812680512666702,0
84,-0.4418515,-0.4076604,0.001169031485915184,0
85,-0.38974032,-0.43377787,0.0019393059192225337,0
86,-0.45104757,-0.47325632,0.0004932286101393402,0
87,-0.4259116,-0.4223994,1.2335574865574017e-05,0
88,-0.42468545,-0.45531452,0.0009381398558616638,0
89,-0.50499797,-0.53988826,0.0012173326686024666,0
90,-0.4755705,-0.5047406,0.0008508944883942604,0
91,-0.51296794,-0.518092,2.6255709599354304e-05,0
92,-0.46146983,-0.6108146,0.022303851321339607,0
93,-0.4620829,-0.57528764,0.012815315276384354,0
94,-0.42468545,-0.59369534,0.028564345091581345,0
95,0.3753744,-0.5538482,0.8634546399116516,0
96,2.5352294,-0.59337133,9.788143157958984,0
97,1.6174597,-0.6230038,5.019676685333252,0
98,0.75793177,-0.60416657,1.8553118705749512,0
99,0.68436307,-0.57363236,1.5825523138046265,0
100,0.7456703,-0.5311023,1.6301482915878296,0
101,0.7609971,-0.34471148,1.222591519355774,0
102,0.56787926,-0.18116036,0.56106036901474,0
103,0.6524833,-0.06615542,0.5164415836334229,0
104,0.6107943,-0.033891007,0.4156191647052765,0
105,0.6776193,0.30284527,0.14045555889606476,0
106,0.61569893,0.3948358,0.048780523240566254,0
107,0.6592271,0.55804205,0.010238409042358398,0
108,0.60098517,0.2909897,0.0960971936583519,0
109,0.59853286,0.5267372,0.005154614336788654,0
110,0.7027552,0.49149057,0.044632747769355774,0
111,0.6089551,0.59378064,0.0002302638895343989,0
112,0.6347042,0.6665268,0.00101267930585891,0
113,0.6101813,0.45881993,0.022910257801413536,0
114,0.6622924,0.49980405,0.026402471587061882,0
115,0.5856584,0.6194624,0.0011427103308960795,0
116,0.5758492,0.7379396,0.026273304596543312,0
117,0.6770062,0.7689817,0.008459494449198246,0
118,0.60650283,0.7863979,0.03236222639679909,0
119,0.56604004,0.745957,0.03237012028694153,0
120,0.53170794,0.912801,0.1452319324016571,0
121,0.54948705,0.8222656,0.0744081512093544,0
122,0.58259296,0.85507584,0.07424691319465637,0
123,0.6187643,0.7233876,0.01094603817909956,0
124,0.5543916,0.8585632,0.0925203412771225,0
125,0.6095682,0.9585531,0.12179046124219894,0
126,0.6684232,0.9903847,0.10365922003984451,0
127,0.61631197,0.8945971,0.07744262367486954,0
128,0.59853286,1.0148393,0.1733110547065735,0
129,0.53845173,0.8676076,0.10834357887506485,0
130,0.523738,0.86132413,0.11396437883377075,0
131,0.5513263,0.9773308,0.18147985637187958,0
132,0.5372256,0.80937105,0.07406314462423325,0
133,0.6199904,0.92265415,0.09160534292459488,0
134,0.6340911,0.8530702,0.04795185476541519,0
135,0.5881106,0.81280667,0.05048831179738045,0
136,0.6193774,0.7991267,0.03230981528759003,0
137,0.5874976,0.91594326,0.10787656158208847,0
138,0.5887237,1.0026538,0.17133814096450806,0
139,0.6445133,0.8674795,0.049713924527168274,0
140,0.43300325,0.9039702,0.22180984914302826,0
141,0.6439003,0.7697748,0.015844395384192467,0
142,0.5930152,0.89436024,0.09080883860588074,0
143,0.5482609,0.90392184,0.12649469077587128,0
144,0.5261903,0.75084627,0.05047031119465828,0
145,0.50841117,0.83749235,0.10829441994428635,0
146,0.6862023,0.89043665,0.04171167314052582,0
